No,チャプター名,カテゴリ名,親カテゴリ名,ナレッジタイトル（ノウハウ名）,ナレッジ概要,チェックアイテム名,検索手順,検索実施,移植要因,難易度,難易度詳細,目視確認,ヒアリング確認,検索対象ファイル,検索キーワード１,検索キーワード２,検索モジュール,ライン数算出,非算出理由,不明/TODO,ライン数,ライン数根拠,調査内容
1152,,REVOKE (SQL-116-101),REVOKE,knowledge-1152,<ns3:para>REVOKE (CREATE TRIGGER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2355,REVOKE ($1 :CREATE TRIGGER),TRUE,DBMS の変更,Low,低2,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE TRIGGER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE TRIGGER)
1152,,REVOKE (SQL-116-101),REVOKE,knowledge-1152,,item-2356,REVOKE ($1 :CREATE TRIGGER),TRUE,DBMS の変更,Low,低2,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE TRIGGER)
1152,,REVOKE (SQL-116-101),REVOKE,knowledge-1152,,item-2357,REVOKE ($1 :CREATE TRIGGER),TRUE,DBMS の変更,Low,低2,check,,*.properties,REVOKE CREATE TRIGGER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE TRIGGER)
1153,,REVOKE (SQL-116-102),REVOKE,knowledge-1153,<ns3:para>REVOKE (CREATE ANY TRIGGER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2358,REVOKE ($1 :CREATE ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE ANY TRIGGER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY TRIGGER)
1153,,REVOKE (SQL-116-102),REVOKE,knowledge-1153,,item-2359,REVOKE ($1 :CREATE ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY TRIGGER)
1153,,REVOKE (SQL-116-102),REVOKE,knowledge-1153,,item-2360,REVOKE ($1 :CREATE ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE CREATE ANY TRIGGER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY TRIGGER)
1154,,REVOKE (SQL-116-103),REVOKE,knowledge-1154,<ns3:para>REVOKE (ALTER ANY TRIGGER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2361,REVOKE ($1 :ALTER ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE ALTER ANY TRIGGER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER ANY TRIGGER)
1154,,REVOKE (SQL-116-103),REVOKE,knowledge-1154,,item-2362,REVOKE ($1 :ALTER ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER ANY TRIGGER)
1154,,REVOKE (SQL-116-103),REVOKE,knowledge-1154,,item-2363,REVOKE ($1 :ALTER ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE ALTER ANY TRIGGER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER ANY TRIGGER)
1155,,REVOKE (SQL-116-104),REVOKE,knowledge-1155,<ns3:para>REVOKE (DROP ANY TRIGGER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2364,REVOKE ($1 :DROP ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DROP ANY TRIGGER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY TRIGGER)
1155,,REVOKE (SQL-116-104),REVOKE,knowledge-1155,,item-2365,REVOKE ($1 :DROP ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY TRIGGER)
1155,,REVOKE (SQL-116-104),REVOKE,knowledge-1155,,item-2366,REVOKE ($1 :DROP ANY TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DROP ANY TRIGGER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY TRIGGER)
1156,,REVOKE (SQL-116-105),REVOKE,knowledge-1156,<ns3:para>REVOKE (ADMINISTER DATABASE TRIGGER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2367,REVOKE ($1 :ADMINISTER DATABASE TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE ADMINISTER DATABASE TRIGGER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ADMINISTER DATABASE TRIGGER)
1156,,REVOKE (SQL-116-105),REVOKE,knowledge-1156,,item-2368,REVOKE ($1 :ADMINISTER DATABASE TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ADMINISTER DATABASE TRIGGER)
1156,,REVOKE (SQL-116-105),REVOKE,knowledge-1156,,item-2369,REVOKE ($1 :ADMINISTER DATABASE TRIGGER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE ADMINISTER DATABASE TRIGGER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ADMINISTER DATABASE TRIGGER)
1157,,REVOKE (SQL-116-106),REVOKE,knowledge-1157,<ns3:para>REVOKE (CREATE TYPE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2370,REVOKE ($1 :CREATE TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE TYPE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE TYPE)
1157,,REVOKE (SQL-116-106),REVOKE,knowledge-1157,,item-2371,REVOKE ($1 :CREATE TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE TYPE)
1157,,REVOKE (SQL-116-106),REVOKE,knowledge-1157,,item-2372,REVOKE ($1 :CREATE TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE CREATE TYPE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE TYPE)
1158,,REVOKE (SQL-116-107),REVOKE,knowledge-1158,<ns3:para>REVOKE (CREATE ANY TYPE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2373,REVOKE ($1 :CREATE ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE ANY TYPE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY TYPE)
1158,,REVOKE (SQL-116-107),REVOKE,knowledge-1158,,item-2374,REVOKE ($1 :CREATE ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY TYPE)
1158,,REVOKE (SQL-116-107),REVOKE,knowledge-1158,,item-2375,REVOKE ($1 :CREATE ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE CREATE ANY TYPE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY TYPE)
1159,,REVOKE (SQL-116-108),REVOKE,knowledge-1159,<ns3:para>REVOKE (ALTER ANY TYPE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2376,REVOKE ($1 :ALTER ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE ALTER ANY TYPE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER ANY TYPE)
1159,,REVOKE (SQL-116-108),REVOKE,knowledge-1159,,item-2377,REVOKE ($1 :ALTER ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER ANY TYPE)
1159,,REVOKE (SQL-116-108),REVOKE,knowledge-1159,,item-2378,REVOKE ($1 :ALTER ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE ALTER ANY TYPE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER ANY TYPE)
1160,,REVOKE (SQL-116-109),REVOKE,knowledge-1160,<ns3:para>REVOKE (DROP ANY TYPE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2379,REVOKE ($1 :DROP ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DROP ANY TYPE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY TYPE)
1160,,REVOKE (SQL-116-109),REVOKE,knowledge-1160,,item-2380,REVOKE ($1 :DROP ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY TYPE)
1160,,REVOKE (SQL-116-109),REVOKE,knowledge-1160,,item-2381,REVOKE ($1 :DROP ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DROP ANY TYPE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY TYPE)
1161,,REVOKE (SQL-116-110),REVOKE,knowledge-1161,<ns3:para>REVOKE (EXECUTE ANY TYPE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2382,REVOKE ($1 :EXECUTE ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE EXECUTE ANY TYPE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXECUTE ANY TYPE)
1161,,REVOKE (SQL-116-110),REVOKE,knowledge-1161,,item-2383,REVOKE ($1 :EXECUTE ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXECUTE ANY TYPE)
1161,,REVOKE (SQL-116-110),REVOKE,knowledge-1161,,item-2384,REVOKE ($1 :EXECUTE ANY TYPE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE EXECUTE ANY TYPE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXECUTE ANY TYPE)
1162,,REVOKE (SQL-116-111),REVOKE,knowledge-1162,<ns3:para>REVOKE (CREATE USER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2385,REVOKE ($1 :CREATE USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE USER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE USER)
1162,,REVOKE (SQL-116-111),REVOKE,knowledge-1162,,item-2386,REVOKE ($1 :CREATE USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE USER)
1162,,REVOKE (SQL-116-111),REVOKE,knowledge-1162,,item-2387,REVOKE ($1 :CREATE USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE CREATE USER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE USER)
1163,,REVOKE (SQL-116-112),REVOKE,knowledge-1163,<ns3:para>REVOKE (ALTER USER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2388,REVOKE ($1 :ALTER USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE ALTER USER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER USER)
1163,,REVOKE (SQL-116-112),REVOKE,knowledge-1163,,item-2389,REVOKE ($1 :ALTER USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER USER)
1163,,REVOKE (SQL-116-112),REVOKE,knowledge-1163,,item-2390,REVOKE ($1 :ALTER USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE ALTER USER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ALTER USER)
1164,,REVOKE (SQL-116-113),REVOKE,knowledge-1164,<ns3:para>REVOKE (BECOME USER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2391,REVOKE ($1 :BECOME USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE BECOME USER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :BECOME USER)
1164,,REVOKE (SQL-116-113),REVOKE,knowledge-1164,,item-2392,REVOKE ($1 :BECOME USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :BECOME USER)
1164,,REVOKE (SQL-116-113),REVOKE,knowledge-1164,,item-2393,REVOKE ($1 :BECOME USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE BECOME USER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :BECOME USER)
1165,,REVOKE (SQL-116-114),REVOKE,knowledge-1165,<ns3:para>REVOKE (DROP USER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2394,REVOKE ($1 :DROP USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DROP USER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP USER)
1165,,REVOKE (SQL-116-114),REVOKE,knowledge-1165,,item-2395,REVOKE ($1 :DROP USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP USER)
1165,,REVOKE (SQL-116-114),REVOKE,knowledge-1165,,item-2396,REVOKE ($1 :DROP USER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DROP USER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP USER)
1166,,REVOKE (SQL-116-115),REVOKE,knowledge-1166,<ns3:para>REVOKE (CREATE VIEW) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2397,REVOKE ($1 :CREATE VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE VIEW,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE VIEW)
1166,,REVOKE (SQL-116-115),REVOKE,knowledge-1166,,item-2398,REVOKE ($1 :CREATE VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE VIEW)
1166,,REVOKE (SQL-116-115),REVOKE,knowledge-1166,,item-2399,REVOKE ($1 :CREATE VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE CREATE VIEW,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE VIEW)
1167,,REVOKE (SQL-116-116),REVOKE,knowledge-1167,<ns3:para>REVOKE (CREATE ANY VIEW) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2400,REVOKE ($1 :CREATE ANY VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CREATE ANY VIEW,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY VIEW)
1167,,REVOKE (SQL-116-116),REVOKE,knowledge-1167,,item-2401,REVOKE ($1 :CREATE ANY VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY VIEW)
1167,,REVOKE (SQL-116-116),REVOKE,knowledge-1167,,item-2402,REVOKE ($1 :CREATE ANY VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE CREATE ANY VIEW,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CREATE ANY VIEW)
1168,,REVOKE (SQL-116-117),REVOKE,knowledge-1168,<ns3:para>REVOKE (DROP ANY VIEW) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2403,REVOKE ($1 :DROP ANY VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DROP ANY VIEW,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY VIEW)
1168,,REVOKE (SQL-116-117),REVOKE,knowledge-1168,,item-2404,REVOKE ($1 :DROP ANY VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY VIEW)
1168,,REVOKE (SQL-116-117),REVOKE,knowledge-1168,,item-2405,REVOKE ($1 :DROP ANY VIEW),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DROP ANY VIEW,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DROP ANY VIEW)
1169,,REVOKE (SQL-116-118),REVOKE,knowledge-1169,<ns3:para>REVOKE (ANALYZE ANY) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2406,REVOKE ($1 :ANALYZE ANY),TRUE,DBMS の変更,Low,低2,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE ANALYZE ANY,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ANALYZE ANY)
1169,,REVOKE (SQL-116-118),REVOKE,knowledge-1169,,item-2407,REVOKE ($1 :ANALYZE ANY),TRUE,DBMS の変更,Low,低2,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ANALYZE ANY)
1169,,REVOKE (SQL-116-118),REVOKE,knowledge-1169,,item-2408,REVOKE ($1 :ANALYZE ANY),TRUE,DBMS の変更,Low,低2,check,,*.properties,REVOKE ANALYZE ANY,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :ANALYZE ANY)
1170,,REVOKE (SQL-116-119),REVOKE,knowledge-1170,<ns3:para>REVOKE (AUDIT ANY) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2409,REVOKE ($1 :AUDIT ANY),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE AUDIT ANY,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AUDIT ANY)
1170,,REVOKE (SQL-116-119),REVOKE,knowledge-1170,,item-2410,REVOKE ($1 :AUDIT ANY),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AUDIT ANY)
1170,,REVOKE (SQL-116-119),REVOKE,knowledge-1170,,item-2411,REVOKE ($1 :AUDIT ANY),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE AUDIT ANY,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AUDIT ANY)
1171,,REVOKE (SQL-116-120),REVOKE,knowledge-1171,<ns3:para>REVOKE (COMMENT ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2412,REVOKE ($1 :COMMENT ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE COMMENT ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :COMMENT ANY TABLE)
1171,,REVOKE (SQL-116-120),REVOKE,knowledge-1171,,item-2413,REVOKE ($1 :COMMENT ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :COMMENT ANY TABLE)
1171,,REVOKE (SQL-116-120),REVOKE,knowledge-1171,,item-2414,REVOKE ($1 :COMMENT ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE COMMENT ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :COMMENT ANY TABLE)
1172,,REVOKE (SQL-116-121),REVOKE,knowledge-1172,<ns3:para>REVOKE (FORCE ANY TRANSACTION) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2415,REVOKE ($1 :FORCE ANY TRANSACTION),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE FORCE ANY TRANSACTION,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE ANY TRANSACTION)
